,months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductible,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,fraud_reported
767,253,46,247505,2006-04-19,IL,100/300,500,1358.2,0,FEMALE,MD,transport-moving,movies,2015-02-14,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,11,3,0,0,64570,5870,11740,46960,Jeep,2001,N
768,446,61,259792,1999-04-07,IL,100/300,1000,1232.79,0,FEMALE,High School,adm-clerical,reading,2015-01-07,Single Vehicle Collision,Rear Collision,Minor Damage,Other,VA,Springfield,3,1,2,0,70500,7050,14100,49350,Suburu,2007,N
769,169,37,185124,2001-12-07,IL,100/300,1000,936.19,0,MALE,JD,armed-forces,movies,2015-02-02,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbrook,4,3,2,1,57900,17370,5790,34740,Audi,2005,N
770,255,46,760700,2006-11-25,IL,250/500,500,1302.34,0,FEMALE,JD,prof-specialty,video-games,2015-01-12,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,2,3,1,0,57860,5260,10520,42080,Volkswagen,2011,N
771,209,39,362407,1996-12-06,IN,100/300,500,1264.99,0,MALE,PhD,transport-moving,polo,2015-01-01,Single Vehicle Collision,Side Collision,Minor Damage,Fire,VA,Northbrook,22,1,1,1,37800,8400,4200,25200,Chevrolet,1995,N
772,210,37,389525,2012-07-10,OH,500/1000,500,1467.76,0,FEMALE,MD,tech-support,hiking,2015-02-22,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Northbend,8,1,1,3,63300,6330,6330,50640,Toyota,2000,N
773,174,33,179538,2014-04-07,IN,250/500,2000,1124.43,0,FEMALE,College,farming-fishing,paintball,2015-01-16,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbrook,14,3,0,1,44200,8840,4420,30940,Saab,1995,N
774,70,28,265437,2003-10-11,IL,250/500,1000,1319.81,0,MALE,High School,machine-op-inspct,yachting,2015-01-28,Multi-vehicle Collision,Side Collision,Minor Damage,Police,WV,Arlington,14,4,1,0,31680,3520,3520,24640,Toyota,2006,N
775,89,32,266247,2015-01-17,IN,100/300,2000,1482.53,0,FEMALE,MD,tech-support,kayaking,2015-01-23,Parked Car,N/A,Trivial Damage,Police,WV,Northbrook,5,1,1,2,100,10,20,70,Audi,2002,N
776,458,61,921851,1992-12-07,IN,100/300,1000,1328.18,0,FEMALE,High School,protective-serv,bungie-jumping,2015-02-25,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Columbus,18,1,2,1,56340,6260,6260,43820,Volkswagen,2003,N
777,239,40,488724,2004-11-29,IN,100/300,500,1463.95,0,FEMALE,JD,sales,skydiving,2015-02-11,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Springfield,20,3,0,0,69740,6340,6340,57060,Dodge,2003,N
778,161,38,192524,2004-01-02,IL,100/300,2000,1133.85,0,MALE,PhD,priv-house-serv,exercise,2015-01-03,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Springfield,0,3,2,2,60480,5040,15120,40320,Volkswagen,2003,N
779,446,61,338070,2006-01-25,IN,500/1000,1000,1037.32,0,FEMALE,High School,tech-support,skydiving,2015-01-30,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,Hillsdale,1,3,2,1,80880,6740,13480,60660,Nissan,2005,N
780,476,61,865607,1993-04-18,IN,250/500,1000,1562.8,0,FEMALE,Masters,handlers-cleaners,dancing,2015-01-18,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,10,1,1,2,49390,8980,4490,35920,Suburu,2009,N
781,70,29,963285,2006-12-09,IN,100/300,1000,1425.79,0,FEMALE,MD,armed-forces,video-games,2015-01-04,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NC,Riverwood,12,1,0,3,69360,11560,11560,46240,Dodge,2009,N
782,233,41,728491,1997-08-30,OH,500/1000,2000,1615.14,0,FEMALE,Associate,tech-support,board-games,2015-01-20,Vehicle Theft,N/A,Minor Damage,None,NY,Springfield,6,1,0,1,3740,680,680,2380,Chevrolet,2011,N
783,122,33,553436,1991-06-03,IL,250/500,500,1236.5,0,MALE,PhD,other-service,bungie-jumping,2015-02-12,Parked Car,N/A,Trivial Damage,None,NY,Hillsdale,1,1,0,1,5060,460,920,3680,Nissan,2003,N
784,335,48,440616,1995-09-06,IL,500/1000,2000,1017.97,0,FEMALE,MD,machine-op-inspct,chess,2015-02-19,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Columbus,21,3,0,0,35860,3260,6520,26080,BMW,2005,Y
785,257,40,463237,2000-02-09,IN,100/300,2000,1306.0,0,MALE,Associate,machine-op-inspct,cross-fit,2015-02-21,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,3,3,2,1,50050,7700,3850,38500,Ford,2008,Y
786,85,27,753452,1996-07-23,IL,500/1000,2000,1174.14,0,MALE,College,priv-house-serv,dancing,2015-02-02,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbend,14,4,0,0,59070,10740,5370,42960,Toyota,2012,N
787,133,30,920554,2005-09-21,IN,500/1000,1000,1231.01,0,MALE,College,adm-clerical,board-games,2015-02-01,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Riverwood,19,3,1,2,28440,3160,3160,22120,Dodge,2007,N
788,119,34,594783,2011-12-30,IL,250/500,500,1299.18,0,FEMALE,College,tech-support,hiking,2015-01-08,Single Vehicle Collision,Front Collision,Major Damage,Fire,OH,Springfield,7,1,2,1,45540,8280,8280,28980,Honda,1998,Y
789,169,34,725330,1996-07-21,IN,100/300,500,1469.75,0,FEMALE,JD,sales,reading,2015-01-16,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,Arlington,0,1,0,0,38700,7740,3870,27090,Volkswagen,2012,N
790,225,39,607259,1996-04-08,OH,250/500,500,1390.72,0,MALE,Masters,tech-support,paintball,2015-02-20,Parked Car,N/A,Trivial Damage,None,SC,Northbrook,6,1,2,1,5830,1060,530,4240,Nissan,2011,N
791,84,32,979336,2001-03-04,IL,500/1000,500,1694.09,7000000,FEMALE,Associate,prof-specialty,cross-fit,2015-01-30,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Northbend,0,1,0,2,57240,4770,9540,42930,BMW,1995,Y
792,169,39,865201,2001-10-19,OH,100/300,2000,1140.15,0,MALE,High School,armed-forces,exercise,2015-01-19,Multi-vehicle Collision,Rear Collision,Total Loss,Police,VA,Riverwood,9,3,0,3,46200,4200,8400,33600,Suburu,2015,N
793,124,32,140977,2006-08-18,IN,100/300,1000,1310.71,0,FEMALE,Masters,farming-fishing,kayaking,2015-02-25,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Columbus,23,1,0,1,57700,5770,5770,46160,Toyota,2003,N
794,320,48,787351,2013-04-28,IL,250/500,2000,1730.49,7000000,MALE,College,transport-moving,hiking,2015-01-24,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,13,3,2,0,56160,4680,9360,42120,Saab,1995,N
795,297,47,272330,2009-11-29,IN,250/500,500,1616.65,7000000,MALE,MD,adm-clerical,movies,2015-01-16,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,0,3,0,3,44400,5550,5550,33300,Jeep,1999,N
796,421,56,728025,1990-02-15,IN,100/300,500,1935.85,4000000,MALE,Masters,machine-op-inspct,reading,2015-01-12,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Hillsdale,7,1,2,3,92730,16860,8430,67440,Mercedes,2004,Y
797,136,33,804608,2002-04-12,OH,250/500,1000,855.14,0,FEMALE,PhD,craft-repair,paintball,2015-01-04,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,Northbrook,23,1,0,1,30700,3070,6140,21490,Toyota,2015,N
798,46,24,718829,1999-02-21,OH,250/500,2000,1568.47,4000000,FEMALE,High School,armed-forces,yachting,2015-02-02,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbrook,7,1,2,0,56600,11320,5660,39620,Toyota,1999,N
799,34,24,482404,2011-06-18,IN,500/1000,2000,1550.53,0,FEMALE,MD,armed-forces,dancing,2015-02-01,Parked Car,N/A,Trivial Damage,None,VA,Hillsdale,20,1,0,1,3960,660,660,2640,Audi,1998,N
800,95,30,331170,1995-03-26,IL,250/500,2000,1370.92,0,MALE,College,transport-moving,video-games,2015-02-14,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Arlington,22,1,0,3,34800,3480,6960,24360,Accura,1999,N
801,140,36,753056,1991-05-03,IN,250/500,500,1363.59,0,FEMALE,JD,armed-forces,kayaking,2015-02-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Riverwood,10,3,2,0,79500,7950,7950,63600,Chevrolet,2000,N
802,200,34,910365,2001-12-19,IN,250/500,1000,828.42,3000000,FEMALE,College,prof-specialty,basketball,2015-01-22,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Arlington,10,1,2,2,56000,5600,5600,44800,Chevrolet,2009,N
803,123,29,379268,2012-08-05,IN,250/500,500,1209.63,0,FEMALE,Masters,machine-op-inspct,chess,2015-01-14,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,17,1,1,0,73260,16280,0,56980,Volkswagen,2014,Y
804,267,46,362843,2004-08-09,OH,250/500,2000,1111.17,0,MALE,MD,craft-repair,base-jumping,2015-02-03,Parked Car,N/A,Trivial Damage,None,WV,Arlington,3,1,2,3,4950,900,450,3600,Toyota,1995,N
805,290,42,135400,2014-01-20,IN,500/1000,500,989.97,0,MALE,Masters,machine-op-inspct,kayaking,2015-01-20,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Hillsdale,10,1,0,1,48000,4800,9600,33600,Saab,2013,N
806,45,37,798579,2011-12-19,IN,250/500,1000,1114.23,0,MALE,College,prof-specialty,dancing,2015-01-01,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,1,1,0,1,52200,10440,5220,36540,Nissan,2005,N
807,186,38,250833,2008-07-28,IN,250/500,2000,1347.31,0,FEMALE,JD,protective-serv,dancing,2015-02-02,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,1,3,2,3,73800,12300,12300,49200,Audi,1995,N
808,135,34,824116,1998-05-05,IL,250/500,2000,1687.53,0,FEMALE,JD,protective-serv,base-jumping,2015-01-23,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Northbend,7,1,1,2,78200,15640,7820,54740,Audi,2009,N
809,110,33,322613,1995-04-16,IN,250/500,1000,1183.48,0,MALE,Associate,other-service,bungie-jumping,2015-01-26,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Northbend,19,1,2,3,55200,13800,9200,32200,Saab,2015,Y
810,259,43,871305,1992-02-14,IL,500/1000,2000,1537.13,0,FEMALE,PhD,handlers-cleaners,kayaking,2015-01-02,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbend,3,3,0,2,57060,6340,6340,44380,Ford,2012,N
811,114,30,488037,2007-07-11,OH,250/500,1000,1173.25,0,FEMALE,Masters,protective-serv,dancing,2015-02-25,Vehicle Theft,N/A,Minor Damage,None,WV,Arlington,3,1,0,3,4680,520,520,3640,Chevrolet,2013,N
812,404,56,485813,2010-04-07,IN,250/500,1000,1361.16,4000000,FEMALE,Masters,transport-moving,cross-fit,2015-01-15,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Hillsdale,23,1,2,0,53100,5310,5310,42480,Accura,2005,Y
813,282,48,886473,1991-03-10,OH,500/1000,2000,1422.56,7000000,FEMALE,MD,prof-specialty,video-games,2015-02-09,Vehicle Theft,N/A,Minor Damage,None,WV,Springfield,7,1,1,2,3520,640,320,2560,Accura,2013,N
814,57,25,907113,1996-01-20,IL,500/1000,2000,1143.06,0,FEMALE,Masters,tech-support,dancing,2015-01-16,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,VA,Riverwood,0,3,0,1,72900,14580,14580,43740,Nissan,2010,N
815,215,38,833321,2010-03-01,IN,250/500,500,1405.71,0,FEMALE,PhD,craft-repair,camping,2015-02-01,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Arlington,10,1,0,1,70700,7070,14140,49490,Volkswagen,2008,N
816,140,30,521592,2014-06-15,IL,100/300,500,1354.2,0,FEMALE,College,adm-clerical,bungie-jumping,2015-02-10,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,4,4,0,0,60170,5470,10940,43760,Nissan,2006,N
817,250,42,254837,2004-11-25,IN,100/300,500,1055.6,0,MALE,High School,exec-managerial,paintball,2015-01-03,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,16,1,1,1,74800,13600,6800,54400,Ford,2009,Y
818,286,41,634499,2000-08-26,IL,250/500,1000,999.43,0,MALE,College,prof-specialty,paintball,2015-01-01,Vehicle Theft,N/A,Trivial Damage,Police,WV,Northbend,3,1,2,0,4100,820,410,2870,Chevrolet,2009,N
819,356,47,574707,2005-08-23,IN,250/500,2000,1155.97,0,MALE,High School,prof-specialty,camping,2015-02-23,Single Vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,5,1,0,3,61490,5590,11180,44720,Dodge,2009,N
820,65,29,476839,1990-08-09,IL,250/500,1000,1726.91,0,MALE,High School,other-service,basketball,2015-01-28,Vehicle Theft,N/A,Trivial Damage,None,VA,Hillsdale,14,1,0,0,7200,720,1440,5040,Audi,1999,N
821,187,34,149601,2003-03-28,IN,500/1000,500,1232.57,0,FEMALE,PhD,machine-op-inspct,polo,2015-02-22,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Arlington,7,3,0,0,45100,8200,4100,32800,Nissan,2011,N
822,386,53,630683,2007-10-23,OH,250/500,500,1078.65,0,MALE,JD,craft-repair,camping,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,WV,Northbend,16,1,2,3,66660,12120,6060,48480,Honda,2006,N
823,197,41,500639,1996-06-27,OH,500/1000,1000,1324.78,0,FEMALE,PhD,prof-specialty,basketball,2015-01-10,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,6,1,2,2,76400,15280,7640,53480,Volkswagen,1997,Y
824,166,37,352120,1994-12-11,IN,250/500,500,1518.54,0,FEMALE,MD,craft-repair,kayaking,2015-01-25,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,10,1,1,1,58300,10600,10600,37100,Ford,2001,N
825,293,49,569245,1995-12-05,IL,100/300,2000,1239.06,0,FEMALE,JD,transport-moving,skydiving,2015-01-10,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Riverwood,19,1,1,1,57310,5210,10420,41680,Volkswagen,2002,N
826,179,32,907012,1996-12-15,OH,500/1000,2000,1246.68,0,FEMALE,PhD,priv-house-serv,movies,2015-01-28,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,10,1,0,1,53100,5900,5900,41300,Suburu,2006,N
827,76,24,700074,2011-06-06,OH,250/500,1000,1622.67,0,FEMALE,MD,priv-house-serv,paintball,2015-02-18,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Riverwood,6,3,1,1,74700,14940,7470,52290,Suburu,1997,N
828,105,28,866805,1995-12-13,OH,250/500,500,1082.36,0,FEMALE,Associate,prof-specialty,golf,2015-01-24,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Riverwood,12,3,2,2,60500,12100,6050,42350,Audi,1995,N
829,97,26,951863,1997-10-28,OH,250/500,1000,1270.55,0,MALE,Masters,protective-serv,chess,2015-01-20,Multi-vehicle Collision,Side Collision,Total Loss,Other,NC,Riverwood,10,3,2,3,84920,7720,15440,61760,Jeep,2006,Y
830,148,36,211578,1996-01-04,IL,500/1000,1000,1236.32,5000000,FEMALE,MD,adm-clerical,hiking,2015-01-10,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbrook,0,1,2,0,61050,5550,11100,44400,Dodge,2009,N
831,77,26,357394,2008-05-09,IL,250/500,2000,785.82,0,MALE,JD,exec-managerial,movies,2015-01-07,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NY,Hillsdale,12,3,2,0,69080,12560,6280,50240,Audi,2009,Y
832,295,46,863749,2009-12-05,IN,250/500,500,1265.84,0,FEMALE,JD,prof-specialty,paintball,2015-01-16,Vehicle Theft,N/A,Minor Damage,None,VA,Arlington,10,1,1,3,4560,760,380,3420,Nissan,2007,N
833,126,28,596914,1992-01-05,IN,250/500,500,1508.9,0,FEMALE,JD,machine-op-inspct,skydiving,2015-01-01,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Northbend,3,4,0,1,67800,11300,11300,45200,Ford,2011,N
834,132,32,684653,1997-11-15,OH,250/500,2000,1106.84,0,MALE,PhD,other-service,reading,2015-01-07,Vehicle Theft,N/A,Minor Damage,Police,SC,Riverwood,21,1,1,1,5600,1120,560,3920,Suburu,2005,N
835,370,55,528259,2012-12-22,IN,500/1000,2000,1389.13,7000000,MALE,JD,other-service,basketball,2015-02-17,Vehicle Theft,N/A,Minor Damage,None,NC,Northbrook,6,1,0,2,9000,900,1800,6300,Mercedes,2015,N
836,257,43,797636,1992-05-19,IN,100/300,1000,974.84,0,FEMALE,JD,transport-moving,kayaking,2015-02-26,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Northbend,0,1,0,1,85320,21330,7110,56880,Nissan,2006,N
837,9,24,326180,2002-05-25,IL,100/300,2000,1304.46,0,FEMALE,PhD,machine-op-inspct,golf,2015-01-31,Vehicle Theft,N/A,Trivial Damage,None,NC,Arlington,6,1,0,3,5940,540,1080,4320,Audi,2001,Y
838,185,34,620075,2010-04-21,OH,250/500,500,1257.36,0,FEMALE,PhD,armed-forces,movies,2015-02-27,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,20,3,1,1,51370,9340,4670,37360,BMW,2000,Y
839,234,43,965187,1990-03-26,OH,250/500,500,1257.04,0,MALE,Associate,protective-serv,reading,2015-03-01,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbrook,4,1,2,2,51600,10320,5160,36120,Dodge,2011,N
840,253,44,516182,2007-05-12,OH,100/300,2000,719.52,0,FEMALE,High School,farming-fishing,golf,2015-02-13,Parked Car,N/A,Trivial Damage,None,SC,Arlington,9,1,0,3,5400,600,600,4200,Chevrolet,1998,N
841,233,39,728839,2001-01-02,OH,500/1000,2000,1524.18,0,MALE,JD,craft-repair,reading,2015-01-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbrook,20,3,1,0,48870,5430,5430,38010,Saab,1999,N
842,274,44,771509,2006-08-10,IN,500/1000,500,1395.58,0,FEMALE,JD,tech-support,reading,2015-02-05,Vehicle Theft,N/A,Minor Damage,Police,WV,Springfield,7,1,2,1,5590,860,860,3870,BMW,2000,N
843,297,48,264221,2014-07-28,IL,500/1000,1000,1243.68,0,MALE,Masters,protective-serv,camping,2015-02-20,Multi-vehicle Collision,Front Collision,Major Damage,Other,NY,Springfield,18,3,0,2,54960,6870,0,48090,Toyota,2002,Y
844,273,47,602704,2011-09-27,OH,500/1000,1000,1189.04,0,FEMALE,Associate,prof-specialty,video-games,2015-01-24,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Northbrook,0,3,1,3,39800,7960,3980,27860,Jeep,2014,N
845,147,37,672416,2013-04-20,IN,500/1000,2000,1375.29,0,FEMALE,Masters,armed-forces,chess,2015-01-31,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Columbus,11,3,0,1,56160,6240,6240,43680,Ford,2015,Y
846,285,42,545506,1991-03-20,IN,100/300,500,1389.13,0,MALE,Associate,priv-house-serv,golf,2015-01-23,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Hillsdale,13,1,0,3,52700,5270,10540,36890,Toyota,2005,N
847,289,43,777533,2002-12-21,OH,500/1000,1000,1387.51,0,FEMALE,Associate,sales,base-jumping,2015-01-11,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Riverwood,19,3,1,3,68580,7620,7620,53340,Jeep,2010,N
848,427,60,953334,2005-12-03,IN,100/300,1000,1178.61,7000000,MALE,MD,craft-repair,board-games,2015-02-20,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,23,1,1,2,90860,12980,19470,58410,Volkswagen,2004,Y
849,380,53,369781,2011-05-25,IL,250/500,2000,1166.62,6000000,MALE,Associate,priv-house-serv,bungie-jumping,2015-02-24,Parked Car,N/A,Trivial Damage,Police,NC,Northbend,23,1,0,3,5700,570,570,4560,Saab,2001,N
850,13,21,990998,2006-10-18,IN,100/300,1000,1556.31,0,MALE,Associate,prof-specialty,golf,2015-01-19,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Hillsdale,19,3,2,0,94930,8630,8630,77670,Accura,2014,N
851,282,43,982678,2006-07-19,OH,250/500,500,1452.27,0,MALE,MD,farming-fishing,video-games,2015-01-08,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Northbend,19,1,1,2,46800,4680,9360,32760,Audi,2007,Y
852,312,47,646069,2002-06-08,OH,500/1000,1000,1212.07,0,FEMALE,MD,exec-managerial,polo,2015-03-01,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,17,3,2,3,56320,7040,7040,42240,Mercedes,2000,N
853,266,46,331683,2009-02-12,OH,100/300,2000,1578.54,0,MALE,Associate,handlers-cleaners,chess,2015-01-21,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,18,1,1,3,83490,7590,15180,60720,Nissan,1996,N
854,30,36,364055,2001-05-14,IN,500/1000,500,1488.26,0,FEMALE,College,machine-op-inspct,golf,2015-02-28,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Northbrook,17,3,2,2,57900,5790,5790,46320,Saab,2008,N
855,198,36,521854,2001-02-16,IN,250/500,1000,1096.39,0,MALE,High School,armed-forces,kayaking,2015-01-26,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,11,3,1,3,49410,5490,5490,38430,Audi,2015,N
856,290,45,737252,1993-11-18,OH,500/1000,2000,1215.36,0,MALE,Associate,tech-support,reading,2015-01-31,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,Northbend,22,3,0,1,66200,6620,6620,52960,Suburu,2012,N
857,260,46,344480,1990-02-18,OH,100/300,2000,1482.57,0,MALE,MD,priv-house-serv,reading,2015-02-20,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,7,1,0,1,64080,10680,10680,42720,Toyota,2005,N
858,233,43,898519,2000-05-21,OH,250/500,1000,954.18,0,FEMALE,College,tech-support,dancing,2015-02-17,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbrook,17,3,2,3,42500,8500,4250,29750,Nissan,2000,N
859,130,30,957816,2012-08-26,IL,500/1000,2000,1193.4,0,MALE,PhD,exec-managerial,bungie-jumping,2015-02-02,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,16,3,2,3,48950,8900,4450,35600,Suburu,2005,N
860,230,42,175960,2004-11-16,IN,100/300,1000,1023.11,0,FEMALE,MD,adm-clerical,golf,2015-02-06,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbend,13,3,1,2,58850,10700,10700,37450,Accura,1999,N
861,212,40,489618,2003-01-23,IL,500/1000,1000,1524.45,0,FEMALE,Masters,other-service,golf,2015-02-11,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbrook,17,3,0,2,82400,8240,8240,65920,Nissan,2006,N
862,299,44,717044,2008-11-07,OH,500/1000,1000,1653.32,0,FEMALE,College,other-service,bungie-jumping,2015-01-25,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,3,1,2,0,54240,6780,6780,40680,Suburu,2009,N
863,91,26,101421,1999-10-19,IL,250/500,1000,1022.46,0,FEMALE,Associate,armed-forces,video-games,2015-02-23,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,15,3,0,2,74200,7420,7420,59360,Jeep,1996,N
864,398,53,793948,1990-12-20,IL,100/300,2000,1396.43,0,FEMALE,Associate,priv-house-serv,base-jumping,2015-01-29,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,16,1,2,1,47430,5270,5270,36890,Toyota,2000,N
865,218,43,737483,1996-02-14,IL,250/500,500,1521.55,0,FEMALE,Associate,priv-house-serv,polo,2015-01-02,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,18,1,1,3,68200,13640,6820,47740,Dodge,2003,Y
866,152,33,695117,2001-06-10,IN,100/300,1000,1034.27,0,FEMALE,JD,armed-forces,exercise,2015-02-06,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Hillsdale,18,1,1,0,63900,7100,7100,49700,Accura,2014,N
867,212,39,167466,2010-03-17,OH,100/300,1000,1255.35,0,FEMALE,JD,protective-serv,skydiving,2015-02-14,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Riverwood,22,2,0,3,59300,11860,5930,41510,Dodge,2008,N
868,242,44,664732,2003-07-30,IL,500/1000,2000,1396.89,6000000,FEMALE,College,priv-house-serv,chess,2015-02-04,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Springfield,15,3,1,2,66900,6690,13380,46830,Suburu,1999,Y
869,80,27,143038,2014-09-17,OH,500/1000,500,795.31,0,MALE,JD,farming-fishing,skydiving,2015-02-12,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,Arlington,16,3,1,3,40810,3710,7420,29680,Ford,2000,Y
870,260,43,979963,2009-06-03,IN,100/300,500,982.22,0,FEMALE,JD,exec-managerial,skydiving,2015-02-12,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,18,1,1,0,75400,15080,7540,52780,Honda,2011,N
871,133,34,467841,1994-10-11,IN,500/1000,500,1074.07,0,FEMALE,JD,prof-specialty,bungie-jumping,2015-01-28,Parked Car,N/A,Minor Damage,None,WV,Northbend,8,1,2,0,4200,420,840,2940,Jeep,2013,N
872,290,45,219028,1991-07-18,OH,100/300,1000,1311.3,0,FEMALE,Associate,machine-op-inspct,chess,2015-01-10,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,23,3,0,0,52650,5850,5850,40950,Ford,2001,Y
873,322,49,130156,2001-09-24,IL,250/500,2000,1277.12,0,FEMALE,PhD,armed-forces,kayaking,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Hillsdale,18,1,0,2,42240,7680,7680,26880,Chevrolet,2007,N
874,228,39,762951,2012-09-19,IN,500/1000,500,1388.62,0,FEMALE,JD,sales,reading,2015-01-19,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Riverwood,10,1,1,0,59490,6610,6610,46270,Mercedes,1995,N
875,195,37,376879,1991-07-11,IL,100/300,1000,1406.52,8000000,MALE,MD,tech-support,base-jumping,2015-01-28,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Arlington,12,1,0,2,44200,4420,4420,35360,Jeep,2002,Y
876,247,39,599031,1991-10-29,IN,100/300,500,1558.29,0,FEMALE,Masters,protective-serv,reading,2015-02-16,Vehicle Theft,N/A,Trivial Damage,Police,WV,Springfield,5,1,1,2,7700,770,1540,5390,Saab,2000,N
